sample-id	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	sample_ident
43L_Month3_16	12986.43L.Month3.16		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_16		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_16
43L_Month3_17	12986.43L.Month3.17		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_17		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_17
43L_Month3_18	12986.43L.Month3.18		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_18		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_18
43L_Month3_19	12986.43L.Month3.19		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_19		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_19
43L_Month3_20	12986.43L.Month3.20		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_20		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_20
43L_Month3_21	12986.43L.Month3.21		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_21		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_21
43L_Month3_22	12986.43L.Month3.22		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_22		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_22
43L_Month3_23	12986.43L.Month3.23		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_23		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_23
43L_Month3_24	12986.43L.Month3.24		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43L	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43L	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43L_Month3_24		43L	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43L_Month3_24
43R_Month3_1	12986.43R.Month3.1		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_1		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_1
43R_Month3_2	12986.43R.Month3.2		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_2		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_2
43R_Month3_3	12986.43R.Month3.3		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_3		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_3
43R_Month3_4	12986.43R.Month3.4		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_4		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_4
43R_Month3_5	12986.43R.Month3.5		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_5		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_5
43R_Month3_6	12986.43R.Month3.6		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_6		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_6
43R_Month3_7	12986.43R.Month3.7		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_7		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_7
43R_Month3_8	12986.43R.Month3.8		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_8		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_8
43R_Month3_9	12986.43R.Month3.9		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_9		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_9
43R_Month3_10	12986.43R.Month3.10		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_10		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_10
43R_Month3_11	12986.43R.Month3.11		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_11		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_11
43R_Month3_12	12986.43R.Month3.12		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_12		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_12
43R_Month3_13	12986.43R.Month3.13		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_13		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_13
43R_Month3_14	12986.43R.Month3.14		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_14		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_14
43R_Month3_15	12986.43R.Month3.15		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_15		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_15
43R_Month3_16	12986.43R.Month3.16		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_16		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_16
43R_Month3_17	12986.43R.Month3.17		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_17		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_17
43R_Month3_18	12986.43R.Month3.18		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_18		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_18
43R_Month3_19	12986.43R.Month3.19		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_19		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_19
43R_Month3_20	12986.43R.Month3.20		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_20		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_20
43R_Month3_21	12986.43R.Month3.21		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_21		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_21
43R_Month3_22	12986.43R.Month3.22		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_22		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_22
43R_Month3_23	12986.43R.Month3.23		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_23		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_23
43R_Month3_24	12986.43R.Month3.24		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43R	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43R	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43R_Month3_24		43R	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43R_Month3_24
43B_Month3_1	12986.43B.Month3.1		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_1		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_1
43B_Month3_2	12986.43B.Month3.2		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_2		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_2
43B_Month3_3	12986.43B.Month3.3		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_3		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_3
43B_Month3_4	12986.43B.Month3.4		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_4		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_4
43B_Month3_5	12986.43B.Month3.5		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_5		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_5
43B_Month3_6	12986.43B.Month3.6		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_6		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_6
43B_Month3_7	12986.43B.Month3.7		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_7		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_7
43B_Month3_8	12986.43B.Month3.8		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_8		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_8
43B_Month3_9	12986.43B.Month3.9		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_9		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_9
43B_Month3_10	12986.43B.Month3.10		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_10		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_10
43B_Month3_11	12986.43B.Month3.11		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_11		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_11
43B_Month3_12	12986.43B.Month3.12		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_12		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_12
43B_Month3_13	12986.43B.Month3.13		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_13		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_13
43B_Month3_14	12986.43B.Month3.14		43	Month3	12/12/17 10:00	9/13/17	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	23	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	43B	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	43B	C57Bl/6	12986	feces	mouse gut metagenome	M	410661	43B_Month3_14		43B	B1	B	12/12/17	AZ51	magnetic bead	Thermo CORE	2	12.0	43B_Month3_14
