feature-id	short-id	qiita_sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run
27R_Month3_3_S228_AZ20_mut	27R_Month3_3	12986.27R.Month3.3	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	3	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_4_pos_S1377_AZ20_mut	27R_Month3_4	12986.27R.Month3.4	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	4	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_4_S229_AZ20_mut	27R_Month3_4	12986.27R.Month3.4	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	4	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_5_S2_AZ20_mut	27R_Month3_5	12986.27R.Month3.5	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	5	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_6_pos_S1379_AZ20_mut	27R_Month3_6	12986.27R.Month3.6	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	6	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_6_S2_AZ20_mut	27R_Month3_6	12986.27R.Month3.6	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	6	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_7_S232_AZ20_mut	27R_Month3_7	12986.27R.Month3.7	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	7	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_7_pos_S138_AZ20_mut	27R_Month3_7	12986.27R.Month3.7	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	7	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_8_S2_AZ20_mut	27R_Month3_8	12986.27R.Month3.8	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	8	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_9_pos_S1382_AZ20_mut	27R_Month3_9	12986.27R.Month3.9	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	9	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month3_9_S234_AZ20_mut	27R_Month3_9	12986.27R.Month3.9	2	27	Month3	10/17/17 10:00	7/12/17 0:00	RC	21	27R	9	5/2/17 0:00	27R	male	27R	B1	B	10/17/17	AZ20	filter	Qiagen UltraClean	1
27R_Month6_1_S6_AZ20_mut	27R_Month6_1	12986.27R.Month6.1	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	1	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_10_S6_AZ20_mut	27R_Month6_10	12986.27R.Month6.10	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	10	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_11_S6_AZ20_mut	27R_Month6_11	12986.27R.Month6.11	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	11	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_12_S612_AZ20_mut	27R_Month6_12	12986.27R.Month6.12	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	12	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_13_S61_AZ20_mut	27R_Month6_13	12986.27R.Month6.13	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	13	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_14_S614_AZ20_mut	27R_Month6_14	12986.27R.Month6.14	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	14	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_15_S615_AZ20_mut	27R_Month6_15	12986.27R.Month6.15	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	15	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_16_S616_AZ20_mut	27R_Month6_16	12986.27R.Month6.16	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	16	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_17_S617_AZ20_mut	27R_Month6_17	12986.27R.Month6.17	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	17	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_18_S618_AZ20_mut	27R_Month6_18	12986.27R.Month6.18	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	18	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_19_S619_AZ20_mut	27R_Month6_19	12986.27R.Month6.19	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	19	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_2_S602_AZ20_mut	27R_Month6_2	12986.27R.Month6.2	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	2	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_20_S62_AZ20_mut	27R_Month6_20	12986.27R.Month6.20	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	20	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_21_S62_AZ20_mut	27R_Month6_21	12986.27R.Month6.21	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	21	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_22_S622_AZ20_mut	27R_Month6_22	12986.27R.Month6.22	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	22	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_23_S62_AZ20_mut	27R_Month6_23	12986.27R.Month6.23	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	23	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_24_S624_AZ20_mut	27R_Month6_24	12986.27R.Month6.24	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	24	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_3_S6_AZ20_mut	27R_Month6_3	12986.27R.Month6.3	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	3	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_5_S605_AZ20_mut	27R_Month6_5	12986.27R.Month6.5	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	5	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_6_S606_AZ20_mut	27R_Month6_6	12986.27R.Month6.6	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	6	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_7_S607_AZ20_mut	27R_Month6_7	12986.27R.Month6.7	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	7	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_8_S608_AZ20_mut	27R_Month6_8	12986.27R.Month6.8	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	8	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
27R_Month6_9_S609_AZ20_mut	27R_Month6_9	12986.27R.Month6.9	8	27	Month6	1/16/18 10:00	7/12/17 0:00	RC	33	27R	9	5/2/17 0:00	27R	male	27R	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1
28B_Day7_1_S1065_AZ20_mut	28B_Day7_1	12986.28B.Day7.1	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	1	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_11_S107_AZ20_mut	28B_Day7_11	12986.28B.Day7.11	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	11	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_12_S1074_AZ20_mut	28B_Day7_12	12986.28B.Day7.12	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	12	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_13_S1214_AZ20_mut	28B_Day7_13	12986.28B.Day7.13	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	13	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_14_S1215_AZ20_mut	28B_Day7_14	12986.28B.Day7.14	17	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	14	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_15_S1216_AZ20_mut	28B_Day7_15	12986.28B.Day7.15	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	15	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_16_S1217_AZ20_mut	28B_Day7_16	12986.28B.Day7.16	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	16	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_18_S1219_AZ20_mut	28B_Day7_18	12986.28B.Day7.18	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	18	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_20_S122_AZ20_mut	28B_Day7_20	12986.28B.Day7.20	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	20	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_21_S1222_AZ20_mut	28B_Day7_21	12986.28B.Day7.21	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	21	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_22_S122_AZ20_mut	28B_Day7_22	12986.28B.Day7.22	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	22	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_24_S1225_AZ20_mut	28B_Day7_24	12986.28B.Day7.24	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	24	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_5_S1069_AZ20_mut	28B_Day7_5	12986.28B.Day7.5	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	5	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_6_S107_AZ20_mut	28B_Day7_6	12986.28B.Day7.6	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	6	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_7_S107_AZ20_mut	28B_Day7_7	12986.28B.Day7.7	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	7	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28B_Day7_9_S1008_AZ20_mut	28B_Day7_9	12986.28B.Day7.9	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28B	9	5/2/17 0:00	28B	female	28B	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28L_Day3_1_S7_AZ20_mut	28L_Day3_1	12986.28L.Day3.1		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	1	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_12_S95_AZ20_mut	28L_Day3_12	12986.28L.Day3.12		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	12	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_13_S8_AZ20_mut	28L_Day3_13	12986.28L.Day3.13		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	13	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_14_S16_AZ20_mut	28L_Day3_14	12986.28L.Day3.14		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	14	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_15_S24_AZ20_mut	28L_Day3_15	12986.28L.Day3.15		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	15	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_17_S4_AZ20_mut	28L_Day3_17	12986.28L.Day3.17		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	17	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_18_S48_AZ20_mut	28L_Day3_18	12986.28L.Day3.18		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	18	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_19_S56_AZ20_mut	28L_Day3_19	12986.28L.Day3.19		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	19	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_2_S15_AZ20_mut	28L_Day3_2	12986.28L.Day3.2		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	2	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_20_S64_AZ20_mut	28L_Day3_20	12986.28L.Day3.20		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	20	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_21_S72_AZ20_mut	28L_Day3_21	12986.28L.Day3.21		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	21	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_24_S96_AZ20_mut	28L_Day3_24	12986.28L.Day3.24		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	24	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_3_S2_AZ20_mut	28L_Day3_3	12986.28L.Day3.3		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	3	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_5_S39_AZ20_mut	28L_Day3_5	12986.28L.Day3.5		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	5	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_6_S47_AZ20_mut	28L_Day3_6	12986.28L.Day3.6		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	6	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_7_S55_AZ20_mut	28L_Day3_7	12986.28L.Day3.7		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	7	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_8_S6_AZ20_mut	28L_Day3_8	12986.28L.Day3.8		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	8	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day3_9_S71_AZ20_mut	28L_Day3_9	12986.28L.Day3.9		28	Day3	7/15/17 10:00	7/12/17	RC	10	28L	9	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Day7_13_S119_AZ20_mut	28L_Day7_13	12986.28L.Day7.13	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	10	28L	13	5/2/17 0:00	28L	female	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1
28L_Month1_1_S1_AZ20_mut	28L_Month1_1	12986.28L.Month1.1		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	1	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_10_S175_AZ20_mut	28L_Month1_10	12986.28L.Month1.10		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	10	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_12_S191_AZ20_mut	28L_Month1_12	12986.28L.Month1.12		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	12	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_13_S104_AZ20_mut	28L_Month1_13	12986.28L.Month1.13		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	13	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_14_S112_AZ20_mut	28L_Month1_14	12986.28L.Month1.14		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	14	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_15_S12_AZ20_mut	28L_Month1_15	12986.28L.Month1.15		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	15	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_16_S128_AZ20_mut	28L_Month1_16	12986.28L.Month1.16		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	16	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_17_S136_AZ20_mut	28L_Month1_17	12986.28L.Month1.17		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	17	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_18_S144_AZ20_mut	28L_Month1_18	12986.28L.Month1.18		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	18	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_19_S152_AZ20_mut	28L_Month1_19	12986.28L.Month1.19		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	19	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_2_S111_AZ20_mut	28L_Month1_2	12986.28L.Month1.2		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	2	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_20_S16_AZ20_mut	28L_Month1_20	12986.28L.Month1.20		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	20	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_21_S168_AZ20_mut	28L_Month1_21	12986.28L.Month1.21		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	21	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_22_S176_AZ20_mut	28L_Month1_22	12986.28L.Month1.22		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	22	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_23_S184_AZ20_mut	28L_Month1_23	12986.28L.Month1.23		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	23	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_24_S192_AZ20_mut	28L_Month1_24	12986.28L.Month1.24		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	24	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_3_S119_AZ20_mut	28L_Month1_3	12986.28L.Month1.3		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	3	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_4_S127_AZ20_mut	28L_Month1_4	12986.28L.Month1.4		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	4	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_5_S135_AZ20_mut	28L_Month1_5	12986.28L.Month1.5		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	5	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_6_S14_AZ20_mut	28L_Month1_6	12986.28L.Month1.6		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	6	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_7_S151_AZ20_mut	28L_Month1_7	12986.28L.Month1.7		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	7	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_8_S159_AZ20_mut	28L_Month1_8	12986.28L.Month1.8		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	8	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month1_9_S167_AZ20_mut	28L_Month1_9	12986.28L.Month1.9		28	Month1	7/15/17 10:00	7/12/17	RC	11	28L	9	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_13_S2_AZ20_mut	28L_Month10_13	12986.28L.Month10.13		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	13	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_14_S208_AZ20_mut	28L_Month10_14	12986.28L.Month10.14		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	14	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_15_S216_AZ20_mut	28L_Month10_15	12986.28L.Month10.15		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	15	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_16_S224_AZ20_mut	28L_Month10_16	12986.28L.Month10.16		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	16	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_17_S232_AZ20_mut	28L_Month10_17	12986.28L.Month10.17		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	17	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_18_S24_AZ20_mut	28L_Month10_18	12986.28L.Month10.18		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	18	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_19_S248_AZ20_mut	28L_Month10_19	12986.28L.Month10.19		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	19	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_2_S207_AZ20_mut	28L_Month10_2	12986.28L.Month10.2		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	2	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_20_S256_AZ20_mut	28L_Month10_20	12986.28L.Month10.20		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	20	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_21_S264_AZ20_mut	28L_Month10_21	12986.28L.Month10.21		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	21	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_22_S272_AZ20_mut	28L_Month10_22	12986.28L.Month10.22		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	22	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_23_S28_AZ20_mut	28L_Month10_23	12986.28L.Month10.23		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	23	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_24_S288_AZ20_mut	28L_Month10_24	12986.28L.Month10.24		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	24	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_3_S215_AZ20_mut	28L_Month10_3	12986.28L.Month10.3		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	3	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_4_S22_AZ20_mut	28L_Month10_4	12986.28L.Month10.4		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	4	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_5_S231_AZ20_mut	28L_Month10_5	12986.28L.Month10.5		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	5	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_6_S239_AZ20_mut	28L_Month10_6	12986.28L.Month10.6		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	6	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_7_S247_AZ20_mut	28L_Month10_7	12986.28L.Month10.7		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	7	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
28L_Month10_8_S255_AZ20_mut	28L_Month10_8	12986.28L.Month10.8		28	Month10	7/15/17 10:00	7/12/17	RC	11	28L	8	5/2/17	28L	female	28L	B1	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2
