,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,ID,status,superkingdom,phylum,class,order,family,genus
27R_Month6_2_S602,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066417,5066417,5063244,5057730,5057730,5057730,3,5057730,5066417,5064668,50.57,50.57,5057730,5057730,5057730,5057730,1,1,1,1,4,1,5057730,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.92,0.30,4731 + 1 part,4399368,5065346,4399368,4399368,4399368,4399368,1,1,1,1,AZ20_assemblies/27R_Month6_2_S602.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27R_Month6_3_S6,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5066415,5066415,5063242,5057728,5057728,5057728,3,5057728,5066415,5064668,50.57,50.57,5057728,5057728,5057728,5057728,1,1,1,1,4,1,5057728,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.55,0.30,4730 + 2 part,4399368,5065344,4399368,4399368,4399368,4399368,1,1,1,1,AZ20_assemblies/27R_Month6_3_S6.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27R_Month6_5_S605,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.92,0.26,4730 + 2 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/27R_Month6_5_S605.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27R_Month6_6_S606,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.99,0.18,4731 + 1 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/27R_Month6_6_S606.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27R_Month6_7_S607,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,4,2,1,1,1,5067951,5067951,5061913,5056399,5056399,5056399,4,5056399,5067951,5064668,50.57,50.57,5056399,5056399,5056399,5056399,1,1,1,1,2,1,5056399,0,0,0,0,1 + 0 part,2865,99.924,1.001,0.00,4.29,0.34,4732 + 0 part,4694469,5064015,4694469,4694469,4694469,4694469,1,1,1,1,AZ20_assemblies/27R_Month6_7_S607.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27R_Month6_8_S608,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10,6,3,1,1,1,5040774,5039229,5032640,5020906,5020906,5020906,7,5020906,5039957,5064668,50.58,50.57,5020906,5020906,5020906,5020906,1,1,1,1,2,1,5020906,1,0,0,0,0 + 0 part,0,99.408,1.001,0.00,2.90,0.28,4702 + 4 part,4653640,5039780,4653640,4653640,4653640,4653640,1,1,1,1,AZ20_assemblies/27R_Month6_8_S608.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
27R_Month6_9_S609,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,4.17,0.34,4731 + 1 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/27R_Month6_9_S609.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_11_S107,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065170,5065170,5061997,5056483,5056483,5056483,3,5056483,5065170,5064668,50.57,50.57,5056483,5056483,5056483,5056483,1,1,1,1,2,1,5056483,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.06,0.26,4731 + 1 part,4694553,5064099,4694553,4694553,4694553,4694553,1,1,1,1,AZ20_assemblies/28B_Day7_11_S107.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_12_S1074,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,15,14,10,9,7,6,5216085,5215856,5206356,5200842,5175391,5144797,14,1998629,5215856,5064668,50.56,50.57,1455013,1455013,1056478,1056478,2,2,3,3,5,5,2347939,8,0,0,0,0 + 0 part,0,99.84,1.032,0.00,5.28,0.32,4719 + 10 part,1981903,5214163,1454825,1454825,1056289,1056289,2,2,3,3,AZ20_assemblies/28B_Day7_12_S1074.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_13_S1214,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065149,5065149,5061976,5056462,5056462,5056462,3,5056462,5065149,5064668,50.57,50.57,5056462,5056462,5056462,5056462,1,1,1,1,2,1,5056462,1,0,0,0,0 + 0 part,0,99.92,1.001,0.00,3.46,0.16,4730 + 2 part,4694366,5063913,4694366,4694366,4694366,4694366,1,1,1,1,AZ20_assemblies/28B_Day7_13_S1214.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_14_S1215,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065171,5065171,5061998,5056484,5056484,5056484,3,5056484,5065171,5064668,50.57,50.57,5056484,5056484,5056484,5056484,1,1,1,1,2,1,5056484,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.48,0.24,4730 + 2 part,4694376,5063923,4694376,4694376,4694376,4694376,1,1,1,1,AZ20_assemblies/28B_Day7_14_S1215.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_15_S1216,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065033,5065033,5061860,5056346,5056346,5056346,3,5056346,5065033,5064668,50.57,50.57,5056346,5056346,5056346,5056346,1,1,1,1,2,1,5056346,2,0,0,0,0 + 0 part,0,99.918,1.001,0.00,5.12,0.16,4729 + 2 part,4694238,5063785,4694238,4694238,4694238,4694238,1,1,1,1,AZ20_assemblies/28B_Day7_15_S1216.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_16_S1217,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065166,5065166,5061993,5056479,5056479,5056479,3,5056479,5065166,5064668,50.57,50.57,5056479,5056479,5056479,5056479,1,1,1,1,2,1,5056479,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.48,0.26,4731 + 1 part,4694371,5063918,4694371,4694371,4694371,4694371,1,1,1,1,AZ20_assemblies/28B_Day7_16_S1217.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_18_S1219,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065165,5065165,5061992,5056478,5056478,5056478,3,5056478,5065165,5064668,50.57,50.57,5056478,5056478,5056478,5056478,1,1,1,1,2,1,5056478,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,8.14,0.41,4730 + 2 part,4694546,5064094,4694546,4694546,4694546,4694546,1,1,1,1,AZ20_assemblies/28B_Day7_18_S1219.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_1_S1065,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065170,5065170,5061997,5056483,5056483,5056483,3,5056483,5065170,5064668,50.57,50.57,5056483,5056483,5056483,5056483,1,1,1,1,2,1,5056483,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.07,0.26,4731 + 1 part,4694553,5064099,4694553,4694553,4694553,4694553,1,1,1,1,AZ20_assemblies/28B_Day7_1_S1065.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_20_S122,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,7.77,0.51,4731 + 1 part,4694537,5064085,4694537,4694537,4694537,4694537,1,1,1,1,AZ20_assemblies/28B_Day7_20_S122.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_21_S1222,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065303,5065303,5062130,5056616,5056616,5056616,3,5056616,5065303,5064668,50.57,50.57,5056616,5056616,5056616,5056616,1,1,1,1,2,1,5056616,2,0,0,0,0 + 0 part,0,99.92,1.001,0.00,3.81,0.10,4729 + 3 part,4694384,5063931,4694384,4694384,4694384,4694384,1,1,1,1,AZ20_assemblies/28B_Day7_21_S1222.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_22_S122,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065153,5065153,5061980,5056466,5056466,5056466,3,5056466,5065153,5064668,50.57,50.57,5056466,5056466,5056466,5056466,1,1,1,1,2,1,5056466,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,8.30,0.38,4731 + 1 part,4694535,5064082,4694535,4694535,4694535,4694535,1,1,1,1,AZ20_assemblies/28B_Day7_22_S122.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_24_S1225,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065296,5065296,5062123,5056609,5056609,5056609,3,5056609,5065296,5064668,50.57,50.57,5056609,5056609,5056609,5056609,1,1,1,1,2,1,5056609,2,0,0,0,0 + 0 part,0,99.92,1.001,0.00,4.90,0.20,4729 + 3 part,4694377,5063924,4694377,4694377,4694377,4694377,1,1,1,1,AZ20_assemblies/28B_Day7_24_S1225.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_5_S1069,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.16,0.38,4731 + 1 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/28B_Day7_5_S1069.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_6_S107,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,1,0,0,0,0 + 0 part,0,99.919,1.001,0.00,3.68,0.34,4730 + 2 part,4694301,5063847,4694301,4694301,4694301,4694301,1,1,1,1,AZ20_assemblies/28B_Day7_6_S107.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_7_S107,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065168,5065168,5061995,5056481,5056481,5056481,3,5056481,5065168,5064668,50.57,50.57,5056481,5056481,5056481,5056481,1,1,1,1,2,1,5056481,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.79,0.22,4731 + 1 part,4694551,5064097,4694551,4694551,4694551,4694551,1,1,1,1,AZ20_assemblies/28B_Day7_7_S107.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28B_Day7_9_S1008,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,24,24,11,6,4,1,5213314,5213314,5175422,5143384,5109848,5009089,24,5009089,5213314,5064668,50.52,50.57,5009089,5009089,5009089,5009089,1,1,1,1,12,8,5105121,10,0,0,0,0 + 1 part,1263,99.929,1.030,0.00,20.23,1.11,4725 + 5 part,4947362,5209431,4947362,4947362,4947362,4947362,1,1,1,1,AZ20_assemblies/28B_Day7_9_S1008.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Day7_11_S1057,Bacteria,5449,104,58,0,102,2,0,0,0,100.0,0.31,100.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,64,64,13,3,1,1,5226652,5226652,5136841,5071529,5047312,5047312,64,5047312,5226652,5064668,50.58,50.57,5047312,5047312,5047312,5047312,1,1,1,1,19,17,97109,9,0,0,0,0 + 0 part,0,99.857,1.033,0.00,33.83,1.21,4724 + 5 part,5046467,5224984,5046467,5046467,5046467,5046467,1,1,1,1,AZ20_assemblies/28LL_Day7_11_S1057.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Day7_2_S105,Bacteria,5449,104,58,0,101,3,0,0,0,100.0,2.59,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,103,103,22,13,12,11,5147259,5147259,4982623,4925217,4913575,4884152,103,1175854,5147259,5064668,50.68,50.57,806429,806429,407657,407657,3,3,5,5,28,27,171082,5,0,0,0,0 + 2 part,2156,97.921,1.037,0.00,48.49,2.30,4613 + 27 part,1175851,5144131,806429,806429,407657,407657,3,3,5,5,AZ20_assemblies/28LL_Day7_2_S105.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Day7_4_S102,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,6,6,5,4,4,3,5113757,5113757,5110584,5105070,5105070,5069400,6,2523320,5113757,5064668,50.56,50.57,2495677,2495677,2495677,2495677,2,2,2,2,1,1,2523320,11,0,0,0,0 + 2 part,2379,99.91,1.010,0.00,5.95,0.42,4723 + 7 part,2506139,5110843,2494749,2494749,2494749,2494749,2,2,2,2,AZ20_assemblies/28LL_Day7_4_S102.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Day7_8_S1054,Bacteria,5449,104,58,3,97,4,0,0,0,95.69,6.9,100.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,304,299,184,136,54,15,4352364,4347738,4087793,3743560,2335620,981462,304,104729,4352364,5064668,51.03,50.57,27745,22789,17016,9032,49,63,100,142,12,12,57780,2,0,0,0,0 + 1 part,518,83.402,1.030,0.00,53.76,2.37,3729 + 361 part,104729,4350246,27745,22625,16855,8884,49,63,100,144,AZ20_assemblies/28LL_Day7_8_S1054.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Month3_12_S116,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065169,5065169,5061996,5056482,5056482,5056482,3,5056482,5065169,5064668,50.57,50.57,5056482,5056482,5056482,5056482,1,1,1,1,2,1,5056482,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.67,0.28,4730 + 2 part,4694552,5064098,4694552,4694552,4694552,4694552,1,1,1,1,AZ20_assemblies/28LL_Month3_12_S116.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Month3_14_S4,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium_tumefaciens,104,77,48,42,30,19,5819481,5807311,5736323,5687772,5506945,5123786,85,809031,5813639,5064668,59.38,50.57,327261,380133,164688,193271,6,5,12,9,0,0,0,0,0,0,0,84 + 1 part,5813558,0.002,1.000,0.00,0.00,0.00,1 + 0 part,81,81,-,-,-,-,-,-,-,-,AZ20_assemblies/28LL_Month3_14_S4.fasta,disagree,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
28LL_Month3_17_S406,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium_tumefaciens,101,75,47,42,30,19,5820464,5808516,5739046,5699962,5519101,5135862,84,809031,5815752,5064668,59.38,50.57,327261,380343,167741,193267,6,5,12,9,0,0,0,0,0,0,0,83 + 1 part,5815671,0.002,1.000,0.00,0.00,0.00,1 + 0 part,81,81,-,-,-,-,-,-,-,-,AZ20_assemblies/28LL_Month3_17_S406.fasta,disagree,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
28LL_Month3_19_S408,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium_tumefaciens,101,73,46,40,29,19,5822311,5810656,5744807,5698677,5532120,5195274,81,809031,5817138,5064668,59.37,50.57,335517,380343,169147,193267,6,5,12,9,0,0,0,0,0,0,0,80 + 1 part,5817057,0.002,1.000,0.00,0.00,0.00,1 + 0 part,81,81,-,-,-,-,-,-,-,-,AZ20_assemblies/28LL_Month3_19_S408.fasta,disagree,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
28LL_Month3_21_S4,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium_tumefaciens,101,74,46,41,30,19,5822158,5810338,5740864,5701780,5539418,5135909,82,809031,5816685,5064668,59.38,50.57,327261,380343,167741,193267,6,5,12,9,0,0,0,0,0,0,0,81 + 1 part,5816604,0.002,1.000,0.00,0.00,0.00,1 + 0 part,81,81,-,-,-,-,-,-,-,-,AZ20_assemblies/28LL_Month3_21_S4.fasta,disagree,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
28LL_Month3_24_S41,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium_tumefaciens,98,73,44,39,29,19,5821459,5810420,5739706,5700622,5552566,5196958,81,809031,5816900,5064668,59.38,50.57,335517,380343,169147,193271,6,5,12,9,0,0,0,0,0,0,0,80 + 1 part,5816819,0.002,1.000,0.00,0.00,0.00,1 + 0 part,81,81,-,-,-,-,-,-,-,-,AZ20_assemblies/28LL_Month3_24_S41.fasta,disagree,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,
28LL_Month3_2_S98,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065171,5065171,5061998,5056484,5056484,5056484,3,5056484,5065171,5064668,50.57,50.57,5056484,5056484,5056484,5056484,1,1,1,1,2,1,5056484,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.29,0.34,4730 + 2 part,4694376,5063923,4694376,4694376,4694376,4694376,1,1,1,1,AZ20_assemblies/28LL_Month3_2_S98.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Month3_4_S,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065169,5065169,5061996,5056482,5056482,5056482,3,5056482,5065169,5064668,50.57,50.57,5056482,5056482,5056482,5056482,1,1,1,1,2,1,5056482,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.40,0.28,4731 + 1 part,4694552,5064098,4694552,4694552,4694552,4694552,1,1,1,1,AZ20_assemblies/28LL_Month3_4_S.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Month3_6_S102,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065161,5065161,5061988,5056474,5056474,5056474,3,5056474,5065161,5064668,50.57,50.57,5056474,5056474,5056474,5056474,1,1,1,1,2,1,5056474,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.35,0.32,4732 + 0 part,4694544,5064090,4694544,4694544,4694544,4694544,1,1,1,1,AZ20_assemblies/28LL_Month3_6_S102.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
28LL_Month3_8_S104,Bacteria,5449,104,58,0,62,41,1,0,0,100.0,37.35,95.45,26,17,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,649,648,50,11,10,10,6370718,6369894,5058488,4826371,4816268,4816268,649,2026207,6370718,5064668,50.75,50.57,607698,673261,76891,396682,3,2,10,5,798,571,4110690,22,0,0,0,0 + 2 part,7265,96.661,1.300,0.00,45.00,7.84,4479 + 127 part,1272181,6349845,403959,489090,76891,289241,5,4,14,7,AZ20_assemblies/28LL_Month3_8_S104.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
