sample,phage_id,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral genes with unknown function,Viral genes with host benefits,Viral structure genes,Viral hypothetical genes,Viral genes with viral benefits,Viral replication genes,identification,simple_id
46L_Day7_8_S345_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/46L_Day7_8_S345_L002/dramv-distill/vMAG_stats.tsv,46L_Day7_8
46N_Day3_10_S463_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/46N_Day3_10_S463_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_10
46N_Day3_10_S463_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/46N_Day3_10_S463_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_10
46N_Day3_10_S463_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,8.0,5.0,./DRAMv/46N_Day3_10_S463_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_10
46N_Day3_11_S471_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/46N_Day3_11_S471_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_11
46N_Day3_11_S471_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,7.0,12.0,1.0,9.0,./DRAMv/46N_Day3_11_S471_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_11
46N_Day3_11_S471_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day3_11_S471_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_11
46N_Day3_12_S479_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,10.0,14.0,10.0,2.0,5.0,./DRAMv/46N_Day3_12_S479_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_12
46N_Day3_12_S479_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,11.0,11.0,1.0,1.0,./DRAMv/46N_Day3_12_S479_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_12
46N_Day3_13_S392_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/46N_Day3_13_S392_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_13
46N_Day3_13_S392_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,11.0,1.0,9.0,./DRAMv/46N_Day3_13_S392_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_13
46N_Day3_14_S400_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,14.0,10.0,5.0,5.0,./DRAMv/46N_Day3_14_S400_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_14
46N_Day3_14_S400_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,11.0,12.0,4.0,1.0,./DRAMv/46N_Day3_14_S400_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_14
46N_Day3_14_S400_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/46N_Day3_14_S400_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_14
46N_Day3_15_S408_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/46N_Day3_15_S408_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_15
46N_Day3_15_S408_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,3.0,5.0,./DRAMv/46N_Day3_15_S408_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_15
46N_Day3_15_S408_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day3_15_S408_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_15
46N_Day3_16_S416_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/46N_Day3_16_S416_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_16
46N_Day3_16_S416_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,8.0,5.0,./DRAMv/46N_Day3_16_S416_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_16
46N_Day3_16_S416_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/46N_Day3_16_S416_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_16
46N_Day3_17_S424_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day3_17_S424_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_17
46N_Day3_17_S424_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/46N_Day3_17_S424_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_17
46N_Day3_17_S424_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,4.0,9.0,./DRAMv/46N_Day3_17_S424_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_17
46N_Day3_18_S432_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,4.0,5.0,./DRAMv/46N_Day3_18_S432_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_18
46N_Day3_18_S432_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,18.0,2.0,11.0,2.0,1.0,./DRAMv/46N_Day3_18_S432_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_18
46N_Day3_19_S440_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/46N_Day3_19_S440_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_19
46N_Day3_19_S440_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/46N_Day3_19_S440_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_19
46N_Day3_19_S440_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day3_19_S440_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_19
46N_Day3_1_S391_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/46N_Day3_1_S391_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_1
46N_Day3_1_S391_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,2.0,10.0,2.0,5.0,./DRAMv/46N_Day3_1_S391_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_1
46N_Day3_1_S391_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,3.0,12.0,1.0,1.0,./DRAMv/46N_Day3_1_S391_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_1
46N_Day3_20_S448_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,10.0,9.0,./DRAMv/46N_Day3_20_S448_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_20
46N_Day3_20_S448_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,11.0,9.0,5.0,./DRAMv/46N_Day3_20_S448_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_20
46N_Day3_21_S456_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/46N_Day3_21_S456_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_21
46N_Day3_21_S456_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,11.0,1.0,9.0,./DRAMv/46N_Day3_21_S456_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_21
46N_Day3_22_S464_L002,1__0_partial_1-cat_1,1,False,False,60,11,0,False,0.08333333333333333,19.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/46N_Day3_22_S464_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_22
46N_Day3_22_S464_L002,1__1_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,18.0,2.0,12.0,1.0,2.0,./DRAMv/46N_Day3_22_S464_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_22
46N_Day3_23_S472_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,7.0,9.0,10.0,10.0,5.0,./DRAMv/46N_Day3_23_S472_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_23
46N_Day3_23_S472_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,12.0,8.0,1.0,./DRAMv/46N_Day3_23_S472_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_23
46N_Day3_23_S472_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,1.0,11.0,0.0,0.0,./DRAMv/46N_Day3_23_S472_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_23
46N_Day3_23_S472_L002,8__full-cat_2,2,False,False,8,1,0,False,0.0,0.0,0.0,0.0,8.0,0.0,0.0,./DRAMv/46N_Day3_23_S472_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_23
46N_Day3_24_S480_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,5.0,10.0,2.0,9.0,./DRAMv/46N_Day3_24_S480_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_24
46N_Day3_24_S480_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,6.0,11.0,1.0,6.0,./DRAMv/46N_Day3_24_S480_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_24
46N_Day3_2_S399_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/46N_Day3_2_S399_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_2
46N_Day3_2_S399_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,11.0,5.0,4.0,./DRAMv/46N_Day3_2_S399_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_2
46N_Day3_3_S407_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,17.0,7.0,10.0,2.0,5.0,./DRAMv/46N_Day3_3_S407_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_3
46N_Day3_3_S407_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,14.0,7.0,11.0,1.0,1.0,./DRAMv/46N_Day3_3_S407_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_3
46N_Day3_4_S415_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,16.0,0.0,10.0,10.0,5.0,./DRAMv/46N_Day3_4_S415_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_4
46N_Day3_4_S415_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,11.0,2.0,11.0,9.0,1.0,./DRAMv/46N_Day3_4_S415_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_4
46N_Day3_5_S423_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/46N_Day3_5_S423_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_5
46N_Day3_5_S423_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,11.0,4.0,5.0,./DRAMv/46N_Day3_5_S423_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_5
46N_Day3_6_S431_L002,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/46N_Day3_6_S431_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_6
46N_Day3_6_S431_L002,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,7.0,12.0,1.0,9.0,./DRAMv/46N_Day3_6_S431_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_6
46N_Day3_6_S431_L002,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day3_6_S431_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_6
46N_Day3_7_S439_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/46N_Day3_7_S439_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_7
46N_Day3_7_S439_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/46N_Day3_7_S439_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_7
46N_Day3_7_S439_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/46N_Day3_7_S439_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_7
46N_Day3_8_S447_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/46N_Day3_8_S447_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_8
46N_Day3_8_S447_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,11.0,1.0,9.0,./DRAMv/46N_Day3_8_S447_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_8
46N_Day3_9_S455_L002,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day3_9_S455_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_9
46N_Day3_9_S455_L002,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/46N_Day3_9_S455_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_9
46N_Day3_9_S455_L002,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,7.0,12.0,1.0,9.0,./DRAMv/46N_Day3_9_S455_L002/dramv-distill/vMAG_stats.tsv,46N_Day3_9
46N_Day7_11_S1415,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,22.0,0.0,10.0,2.0,7.0,./DRAMv/46N_Day7_11_S1415/dramv-distill/vMAG_stats.tsv,46N_Day7_11
46N_Day7_11_S1415,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,17.0,2.0,12.0,1.0,2.0,./DRAMv/46N_Day7_11_S1415/dramv-distill/vMAG_stats.tsv,46N_Day7_11
46N_Day7_11_S1415,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/46N_Day7_11_S1415/dramv-distill/vMAG_stats.tsv,46N_Day7_11
46N_Day7_10_S1407,6__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,7.0,10.0,2.0,14.0,./DRAMv/46N_Day7_10_S1407/dramv-distill/vMAG_stats.tsv,46N_Day7_10
46N_Day7_10_S1407,8__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,6.0,7.0,11.0,1.0,9.0,./DRAMv/46N_Day7_10_S1407/dramv-distill/vMAG_stats.tsv,46N_Day7_10
46N_Day7_12_S142,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,11.0,9.0,4.0,./DRAMv/46N_Day7_12_S142/dramv-distill/vMAG_stats.tsv,46N_Day7_12
46N_Day7_12_S142,7__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/46N_Day7_12_S142/dramv-distill/vMAG_stats.tsv,46N_Day7_12
46N_Day7_13_S1336,4__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/46N_Day7_13_S1336/dramv-distill/vMAG_stats.tsv,46N_Day7_13
46N_Day7_13_S1336,7__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/46N_Day7_13_S1336/dramv-distill/vMAG_stats.tsv,46N_Day7_13
46N_Day7_13_S1336,9__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/46N_Day7_13_S1336/dramv-distill/vMAG_stats.tsv,46N_Day7_13
46N_Day7_14_S1344,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,8.0,11.0,./DRAMv/46N_Day7_14_S1344/dramv-distill/vMAG_stats.tsv,46N_Day7_14
46N_Day7_14_S1344,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,7.0,6.0,./DRAMv/46N_Day7_14_S1344/dramv-distill/vMAG_stats.tsv,46N_Day7_14
46N_Day7_14_S1344,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_14_S1344/dramv-distill/vMAG_stats.tsv,46N_Day7_14
46N_Day7_15_S1352,1__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_15_S1352/dramv-distill/vMAG_stats.tsv,46N_Day7_15
46N_Day7_15_S1352,3__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,4.0,9.0,./DRAMv/46N_Day7_15_S1352/dramv-distill/vMAG_stats.tsv,46N_Day7_15
46N_Day7_15_S1352,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/46N_Day7_15_S1352/dramv-distill/vMAG_stats.tsv,46N_Day7_15
46N_Day7_16_S136,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/46N_Day7_16_S136/dramv-distill/vMAG_stats.tsv,46N_Day7_16
46N_Day7_16_S136,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/46N_Day7_16_S136/dramv-distill/vMAG_stats.tsv,46N_Day7_16
46N_Day7_16_S136,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/46N_Day7_16_S136/dramv-distill/vMAG_stats.tsv,46N_Day7_16
46N_Day7_17_S1368,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,10.0,9.0,./DRAMv/46N_Day7_17_S1368/dramv-distill/vMAG_stats.tsv,46N_Day7_17
46N_Day7_17_S1368,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,12.0,8.0,5.0,./DRAMv/46N_Day7_17_S1368/dramv-distill/vMAG_stats.tsv,46N_Day7_17
46N_Day7_17_S1368,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_17_S1368/dramv-distill/vMAG_stats.tsv,46N_Day7_17
46N_Day7_18_S1376,14__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,20.0,0.0,10.0,2.0,10.0,./DRAMv/46N_Day7_18_S1376/dramv-distill/vMAG_stats.tsv,46N_Day7_18
46N_Day7_18_S1376,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/46N_Day7_18_S1376/dramv-distill/vMAG_stats.tsv,46N_Day7_18
46N_Day7_18_S1376,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,14.0,2.0,12.0,1.0,5.0,./DRAMv/46N_Day7_18_S1376/dramv-distill/vMAG_stats.tsv,46N_Day7_18
46N_Day7_19_S1384,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/46N_Day7_19_S1384/dramv-distill/vMAG_stats.tsv,46N_Day7_19
46N_Day7_19_S1384,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/46N_Day7_19_S1384/dramv-distill/vMAG_stats.tsv,46N_Day7_19
46N_Day7_19_S1384,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_19_S1384/dramv-distill/vMAG_stats.tsv,46N_Day7_19
46N_Day7_1_S1335,1__0_partial_1-cat_1,1,False,False,46,8,0,False,0.06521739130434782,11.0,10.0,3.0,12.0,1.0,9.0,./DRAMv/46N_Day7_1_S1335/dramv-distill/vMAG_stats.tsv,46N_Day7_1
46N_Day7_1_S1335,2__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/46N_Day7_1_S1335/dramv-distill/vMAG_stats.tsv,46N_Day7_1
46N_Day7_21_S14,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,7.0,10.0,5.0,14.0,./DRAMv/46N_Day7_21_S14/dramv-distill/vMAG_stats.tsv,46N_Day7_21
46N_Day7_21_S14,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,6.0,11.0,5.0,9.0,./DRAMv/46N_Day7_21_S14/dramv-distill/vMAG_stats.tsv,46N_Day7_21
46N_Day7_20_S1392,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_20_S1392/dramv-distill/vMAG_stats.tsv,46N_Day7_20
46N_Day7_20_S1392,5__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,5.0,8.0,12.0,1.0,8.0,./DRAMv/46N_Day7_20_S1392/dramv-distill/vMAG_stats.tsv,46N_Day7_20
46N_Day7_20_S1392,7__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,8.0,9.0,10.0,2.0,12.0,./DRAMv/46N_Day7_20_S1392/dramv-distill/vMAG_stats.tsv,46N_Day7_20
46N_Day7_22_S1408,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_22_S1408/dramv-distill/vMAG_stats.tsv,46N_Day7_22
46N_Day7_22_S1408,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,9.0,10.0,10.0,7.0,./DRAMv/46N_Day7_22_S1408/dramv-distill/vMAG_stats.tsv,46N_Day7_22
46N_Day7_22_S1408,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,7.0,12.0,8.0,4.0,./DRAMv/46N_Day7_22_S1408/dramv-distill/vMAG_stats.tsv,46N_Day7_22
46N_Day7_23_S1416,14__full_1-cat_1,1,False,False,62,12,0,False,0.0967741935483871,20.0,15.0,2.0,10.0,10.0,5.0,./DRAMv/46N_Day7_23_S1416/dramv-distill/vMAG_stats.tsv,46N_Day7_23
46N_Day7_23_S1416,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,2.0,0.0,11.0,0.0,0.0,./DRAMv/46N_Day7_23_S1416/dramv-distill/vMAG_stats.tsv,46N_Day7_23
46N_Day7_23_S1416,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,3.0,12.0,8.0,1.0,./DRAMv/46N_Day7_23_S1416/dramv-distill/vMAG_stats.tsv,46N_Day7_23
46N_Day7_24_S1424,4__0_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,1.0,0.0,11.0,0.0,1.0,./DRAMv/46N_Day7_24_S1424/dramv-distill/vMAG_stats.tsv,46N_Day7_24
46N_Day7_24_S1424,5__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,5.0,14.0,./DRAMv/46N_Day7_24_S1424/dramv-distill/vMAG_stats.tsv,46N_Day7_24
46N_Day7_24_S1424,7__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,12.0,4.0,9.0,./DRAMv/46N_Day7_24_S1424/dramv-distill/vMAG_stats.tsv,46N_Day7_24
46N_Day7_2_S134,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,5.0,14.0,10.0,5.0,7.0,./DRAMv/46N_Day7_2_S134/dramv-distill/vMAG_stats.tsv,46N_Day7_2
46N_Day7_2_S134,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,3.0,11.0,12.0,4.0,4.0,./DRAMv/46N_Day7_2_S134/dramv-distill/vMAG_stats.tsv,46N_Day7_2
46N_Day7_2_S134,1__2_partial_1-cat_1,1,False,False,15,3,0,False,0.0,2.0,0.0,1.0,11.0,0.0,1.0,./DRAMv/46N_Day7_2_S134/dramv-distill/vMAG_stats.tsv,46N_Day7_2
46N_Day7_3_S1351,4__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,12.0,0.0,10.0,10.0,9.0,./DRAMv/46N_Day7_3_S1351/dramv-distill/vMAG_stats.tsv,46N_Day7_3
46N_Day7_3_S1351,6__0_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,7.0,2.0,11.0,9.0,5.0,./DRAMv/46N_Day7_3_S1351/dramv-distill/vMAG_stats.tsv,46N_Day7_3
46N_Day7_4_S1359,1__0_partial_1-cat_1,1,False,False,61,11,0,False,0.08196721311475409,20.0,15.0,0.0,10.0,2.0,14.0,./DRAMv/46N_Day7_4_S1359/dramv-distill/vMAG_stats.tsv,46N_Day7_4
46N_Day7_4_S1359,1__1_partial_1-cat_1,1,False,False,45,7,0,False,0.06666666666666668,11.0,10.0,2.0,12.0,1.0,9.0,./DRAMv/46N_Day7_4_S1359/dramv-distill/vMAG_stats.tsv,46N_Day7_4
