	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
462	citC	3.4294416981453657	0.004	unweighted	1170	1170
463	fepC_3	5.591713469839409	0.001	unweighted	1208	1208
464	yahI	2.661947793347543	0.018	unweighted	1159	1159
465	alkA	4.0123860526793464	0.002	unweighted	1158	1158
466	hycC	4.0585331633046104	0.003	unweighted	1161	1161
467	rsmA	3.1552533422158175	0.009	unweighted	1171	1171
468	hlpA	3.824431176639762	0.005	unweighted	1174	1174
469	ybhS	3.2896957919293417	0.009	unweighted	1141	1141
470	yeeS_3	4.490558421030741	0.001	unweighted	1112	1112
471	pncA	3.7406103411399942	0.003	unweighted	1175	1175
472	dinI_2	5.156388068576734	0.001	unweighted	1203	1203
473	gpsA	3.469298916925205	0.004	unweighted	1161	1161
474	gatB_1	3.0383682495728204	0.003	unweighted	1205	1205
475	pasI	4.34749327127189	0.003	unweighted	1173	1173
476	ndh	4.445524230106897	0.002	unweighted	1167	1167
477	uup	3.429493248287982	0.004	unweighted	1161	1161
478	yafJ	3.668794124698439	0.005	unweighted	1175	1175
479	lpd_1	4.7745376126140915	0.001	unweighted	1211	1211
480	yahD	3.5604603732905553	0.005	unweighted	1161	1161
481	gyrA	2.207286711534293	0.04	unweighted	1146	1146
482	rlmF	3.913733137555467	0.004	unweighted	1148	1148
483	aslA	3.639202629475656	0.002	unweighted	1159	1159
484	frmR	2.552370317544645	0.03	unweighted	1151	1151
485	iclR	3.091504345761788	0.011	unweighted	1160	1160
486	yhiD	3.36342729764114	0.006	unweighted	1160	1160
487	ghrB_2	4.747145523462606	0.001	unweighted	1210	1210
488	ubiH	3.8201630796965955	0.002	unweighted	1165	1165
489	kbaY_1	5.604667167164673	0.001	unweighted	1206	1206
490	lptC	2.4240391367470635	0.029	unweighted	1173	1173
491	gcvA	3.4863348621458417	0.005	unweighted	1160	1160
492	cycA	2.952284646318368	0.016	unweighted	1134	1134
493	rlmL	3.705427748296126	0.002	unweighted	1154	1154
494	rspB_2	6.542432547672537	0.001	unweighted	1205	1205
495	osmC	2.723502267107139	0.017	unweighted	1180	1180
496	ycjZ_2	4.674965572705621	0.001	unweighted	1208	1208
497	fhuD	3.932883189844918	0.003	unweighted	1169	1169
498	hisF	3.02952688938904	0.006	unweighted	1161	1161
499	glk	2.7862519146321043	0.013	unweighted	1174	1174
500	yigM	3.328803766556322	0.004	unweighted	1173	1173
501	ubiB	3.1192004317086846	0.009	unweighted	1163	1163
502	yhiN	2.700931172049349	0.024	unweighted	1178	1178
503	gntK	2.600538054248123	0.027	unweighted	1165	1165
504	gadC	2.4396643231016406	0.027	unweighted	1170	1170
505	ydeM	3.8138114909628946	0.003	unweighted	1175	1175
506	cspD	4.070296780219284	0.005	unweighted	1154	1154
507	ycfZ	4.215599925069315	0.003	unweighted	1179	1179
508	ddlA	3.6660813848549623	0.002	unweighted	1173	1173
509	uspD	2.6939640698809137	0.025	unweighted	1170	1170
510	lacA	2.8738746257130203	0.01	unweighted	1168	1168
511	allA	3.3661411413972515	0.003	unweighted	1174	1174
512	intS_2	4.100895516437769	0.001	unweighted	1203	1203
513	exuR	2.44926704126988	0.032	unweighted	1161	1161
514	rsmF	3.4570405387478487	0.006	unweighted	1163	1163
515	hycD	4.571064386265167	0.002	unweighted	1169	1169
516	yahN	2.849169146451321	0.014	unweighted	1164	1164
517	fepC_4	5.049182211071806	0.001	unweighted	1078	1078
518	srfAA	3.070348987912788	0.003	unweighted	1144	1144
519	citD	3.9756363382661024	0.001	unweighted	1175	1175
520	ylcG	5.227356644973605	0.001	unweighted	1171	1171
521	ftnB	3.9917950005581804	0.002	unweighted	1174	1174
522	yfeC	2.9602172244585496	0.012	unweighted	1171	1171
523	yjgN	3.297135301458464	0.002	unweighted	1095	1095
524	flr	2.781521076479604	0.022	unweighted	1165	1165
525	ykgC	5.638938094253649	0.001	unweighted	1167	1167
526	phnK	3.533238974467946	0.001	unweighted	1179	1179
527	yqcC	4.756151144966227	0.001	unweighted	1162	1162
528	aspC	2.8671352424344656	0.011	unweighted	1169	1169
529	gadW	2.8563437824426594	0.011	unweighted	1166	1166
530	queG	4.017370033022897	0.001	unweighted	1159	1159
531	murB	4.156790117245616	0.002	unweighted	1165	1165
532	zraR	3.1439704066681284	0.007	unweighted	1178	1178
533	ypdI	3.4893337892667575	0.002	unweighted	1168	1168
534	rspA_1	5.867330373110923	0.001	unweighted	1202	1202
535	ycjY_1	6.680531761338213	0.001	unweighted	1210	1210
536	hemC	3.3794086749032783	0.005	unweighted	1167	1167
537	nadA	3.8164081227070654	0.003	unweighted	1163	1163
538	rpmE	2.7311751453999884	0.018	unweighted	1176	1176
539	minC	3.964951260640721	0.001	unweighted	1169	1169
540	nrfF	2.810631024795594	0.018	unweighted	1171	1171
541	rsxG	3.968679297627154	0.001	unweighted	1166	1166
542	ampD	4.150812567014062	0.002	unweighted	1165	1165
543	fldB	4.001985522550455	0.001	unweighted	1178	1178
544	nikB	2.703396068384103	0.018	unweighted	1178	1178
545	znuB_2	5.421904097969605	0.001	unweighted	1210	1210
546	pldB	3.3477851959098657	0.004	unweighted	1173	1173
547	nanR_1	3.7646579778233824	0.001	unweighted	1206	1206
548	hflC_1	3.284589414035764	0.001	unweighted	1204	1204
549	ybaN	4.578504072383535	0.001	unweighted	1171	1171
550	abgA	2.958810589726954	0.008	unweighted	1160	1160
551	entF	3.397083603373234	0.006	unweighted	1148	1148
552	ycaC	3.519122330526012	0.004	unweighted	1161	1161
553	ybhG	3.2751630861301897	0.006	unweighted	1139	1139
554	purM	2.5583143101241195	0.029	unweighted	1173	1173
555	chaB	5.312380119883552	0.001	unweighted	1182	1182
556	groS	3.541909114003341	0.003	unweighted	1170	1170
557	atoB	2.9814264195784124	0.009	unweighted	1152	1152
558	era_3	7.048232955832271	0.001	unweighted	1206	1206
559	sgcA_2	4.728193594628721	0.001	unweighted	1189	1189
560	ddpC	3.3467108101157343	0.007	unweighted	1152	1152
561	garD_4	6.079129586197935	0.001	unweighted	1202	1202
562	kbaZ_2	7.498209729149535	0.001	unweighted	1204	1204
563	kefF	3.5353771929238476	0.004	unweighted	1169	1169
564	rzpD	4.351018974459782	0.002	unweighted	1179	1179
565	nanM_1	6.858481373567606	0.001	unweighted	1200	1200
566	yjiJ	3.225546643837321	0.007	unweighted	1168	1168
567	cobU	3.3001612686632154	0.005	unweighted	1159	1159
568	ydeS	4.795478211123326	0.002	unweighted	1167	1167
569	iucB	2.8849123192180053	0.015	unweighted	1036	1036
570	ypdC	3.1398471273792112	0.009	unweighted	1161	1161
571	nadK	4.392942712548898	0.001	unweighted	1173	1173
572	gntU	2.4988849575874026	0.032	unweighted	1163	1163
573	pflB_2	5.412178606016608	0.001	unweighted	1207	1207
574	betB	3.3435919479620484	0.002	unweighted	1147	1147
575	eptA	3.720516072206686	0.004	unweighted	1164	1164
576	pgm	3.1358466881154374	0.004	unweighted	1175	1175
577	yidE	3.2949762645005682	0.005	unweighted	1176	1176
578	fruK	3.6312561587031515	0.007	unweighted	1161	1161
579	adiC	3.3349860123494155	0.008	unweighted	1170	1170
580	thrS	4.136953485055397	0.005	unweighted	1160	1160
581	cidA_2	3.585301977679029	0.001	unweighted	1201	1201
582	trmH	3.028320698410456	0.008	unweighted	1182	1182
583	mngA	2.8192698613225193	0.017	unweighted	1178	1178
584	sgcE	4.472415614567647	0.001	unweighted	1169	1169
585	fsr	4.081841600569252	0.003	unweighted	1169	1169
586	yhdH	2.327315989704994	0.054	unweighted	1155	1155
587	pic	3.586657426811657	0.002	unweighted	1154	1154
588	cirA_2	2.4711489735480017	0.011	unweighted	1211	1211
589	yhcO	2.4783752886836226	0.031	unweighted	1172	1172
590	ydfI_2	4.057285114794612	0.001	unweighted	1204	1204
591	yeeW_1	5.287914114408576	0.001	unweighted	1206	1206
592	narH	4.885107855845118	0.001	unweighted	1154	1154
593	ygaU	4.8228220707967635	0.001	unweighted	1167	1167
594	uacT	3.2012480735442916	0.006	unweighted	1153	1153
595	thiH	3.0356801915136526	0.008	unweighted	1177	1177
596	speE	4.0595174604513415	0.002	unweighted	1156	1156
597	cvpA	2.7463384173491305	0.016	unweighted	1156	1156
598	bglG_2	7.401748452694044	0.001	unweighted	1205	1205
599	yfaX	3.1131059531087995	0.009	unweighted	1180	1180
600	pgaC	3.923749845574606	0.003	unweighted	1168	1168
601	metI	3.6077712991999635	0.004	unweighted	1181	1181
602	gspJ_1	4.324880925521136	0.002	unweighted	1202	1202
603	fliP	4.181315290640801	0.002	unweighted	1173	1173
604	yliF	2.8938192963923557	0.009	unweighted	1143	1143
605	basS	3.8000211525930387	0.001	unweighted	1163	1163
606	slyD	2.9966837387250793	0.011	unweighted	1164	1164
607	fucI	3.931208868586882	0.002	unweighted	1172	1172
608	mdtD	3.416553417150148	0.003	unweighted	1166	1166
609	atpH	2.8927726305064074	0.014	unweighted	1185	1185
610	deoD	2.9475727990402096	0.011	unweighted	1165	1165
611	ycbU	3.4815936623144883	0.002	unweighted	1175	1175
612	rimI	3.087454381919802	0.005	unweighted	1167	1167
613	fliZ	3.720334428070156	0.004	unweighted	1174	1174
614	dgoT	3.0747535119960707	0.007	unweighted	1174	1174
615	metC	2.7669262609086367	0.014	unweighted	1172	1172
616	btuC	3.4977337555902794	0.003	unweighted	1166	1166
617	ymiA	4.888192658215527	0.001	unweighted	1171	1171
618	ecnA	3.03345519601115	0.009	unweighted	1162	1162
619	cstA	3.8238365996406407	0.004	unweighted	1149	1149
620	insE-1	2.6512758977249358	0.02	unweighted	1155	1155
621	sthA	2.8021504534236055	0.013	unweighted	1172	1172
622	bcsC	2.4717767834907174	0.032	unweighted	1160	1160
623	insCD-1_2	5.027806878643393	0.001	unweighted	1200	1200
624	fimZ_6	4.5791407180634724	0.001	unweighted	1197	1197
625	sufB	4.880554655148318	0.001	unweighted	1176	1176
626	atpB	2.851386399641917	0.014	unweighted	1179	1179
627	nuoN	2.545184672843393	0.039	unweighted	1162	1162
628	kdpB	3.5519470290553947	0.003	unweighted	1166	1166
629	yeaE	3.695268717088638	0.001	unweighted	1173	1173
630	ydfO	4.492055847633567	0.002	unweighted	1151	1151
631	yehL	3.0729291492078055	0.012	unweighted	1154	1154
632	fimD_1	6.02348587106821	0.001	unweighted	1204	1204
633	araJ	3.330729179650861	0.006	unweighted	1166	1166
634	yjjV	3.232089497477612	0.01	unweighted	1181	1181
635	dltA_1	4.8868266592593015	0.001	unweighted	1212	1212
636	ybjS_2	4.131708712976451	0.001	unweighted	1205	1205
637	aroD	4.188497235255055	0.003	unweighted	1176	1176
638	rffD	2.984718252126859	0.013	unweighted	1172	1172
639	eutD	2.8961236346542307	0.017	unweighted	1171	1171
640	cptB	4.262967504318606	0.002	unweighted	1174	1174
641	fliN	3.810625167927284	0.003	unweighted	1170	1170
642	yiaN_2	4.0215113194950725	0.002	unweighted	1210	1210
643	alsK	3.3611504046067235	0.004	unweighted	1176	1176
644	accC	2.0686317688608518	0.06	unweighted	1154	1154
645	yniB	3.655775585448606	0.005	unweighted	1180	1180
646	yqgF	4.335973496154719	0.001	unweighted	1169	1169
647	rluA	3.038779924550617	0.009	unweighted	1169	1169
648	dapF	3.3704497788298298	0.006	unweighted	1178	1178
649	yehX	2.7162713938926943	0.01	unweighted	1171	1171
650	yhdV	2.5163482773047834	0.03	unweighted	1175	1175
651	nagC	3.337803348042441	0.009	unweighted	1160	1160
652	yhjX	3.00788772611034	0.007	unweighted	1151	1151
653	yqiH	2.4583458122844757	0.018	unweighted	1177	1177
654	ydhU	4.278996723189164	0.003	unweighted	1178	1178
655	guaB	2.652108702100229	0.012	unweighted	1161	1161
656	yjdL	3.0221458511871853	0.004	unweighted	1173	1173
657	yghB	2.681632021402316	0.021	unweighted	1177	1177
658	insN-1_8	2.3849303938425135	0.02	unweighted	1187	1187
659	aroP	3.528331318988557	0.003	unweighted	1155	1155
660	secA_3	6.477325334351171	0.001	unweighted	1199	1199
661	fimG_2	2.3007777880069837	0.023	unweighted	1204	1204
662	trxC	2.762815429272358	0.021	unweighted	1164	1164
663	narV	2.5169874460925725	0.029	unweighted	1175	1175
664	yehR	2.433698599659414	0.023	unweighted	1177	1177
665	pnp	3.1982974351812716	0.005	unweighted	1164	1164
666	sgcQ	4.503653264210395	0.001	unweighted	1171	1171
667	yeeT_2	6.343874997051367	0.001	unweighted	1206	1206
668	feoC	3.5777383534697305	0.006	unweighted	1173	1173
669	aroH_1	3.7049475768391034	0.001	unweighted	1204	1204
670	insI-2_1	7.197930207459325	0.001	unweighted	1102	1102
671	ydfJ_1	7.087963267867433	0.001	unweighted	1205	1205
672	mcbR	4.918798952075437	0.001	unweighted	1154	1154
673	yqiB	2.66672977491935	0.028	unweighted	1172	1172
674	gsk	4.375092960345717	0.002	unweighted	1164	1164
675	idi	3.944070192279035	0.002	unweighted	1171	1171
676	yhjR	3.758610762122995	0.001	unweighted	1172	1172
677	srlB	4.634542201023018	0.001	unweighted	1181	1181
678	fhuC_2	6.72748317928046	0.001	unweighted	1211	1211
679	ilvE	3.347384341551534	0.004	unweighted	1168	1168
680	insN-1_2	12.240541606646177	0.001	unweighted	1124	1124
681	malF	2.671863489638877	0.013	unweighted	1161	1161
682	ibaG	2.6189782212588724	0.027	unweighted	1167	1167
683	yfaL	3.31359083042236	0.003	unweighted	1145	1145
684	priC	4.05657275227108	0.002	unweighted	1173	1173
685	eutN	2.8996289291295785	0.017	unweighted	1186	1186
686	flgJ	3.4837276602365317	0.003	unweighted	1160	1160
687	alaS	3.450130180506997	0.003	unweighted	1149	1149
688	lolD	4.275491584479808	0.001	unweighted	1168	1168
689	fliD	4.118778752533424	0.001	unweighted	1167	1167
690	alsA	3.4219169718884577	0.006	unweighted	1153	1153
691	frwB_1	9.821188853792053	0.001	unweighted	1206	1206
692	ybbL	3.7820522630322806	0.004	unweighted	1166	1166
693	rsuA	3.2646502600173015	0.007	unweighted	1154	1154
694	yceF	3.7164742316772763	0.004	unweighted	1171	1171
695	ybgT	2.7540897675411156	0.016	unweighted	1181	1181
696	bamD	4.268142654646562	0.002	unweighted	1170	1170
697	rplR	3.254691836173851	0.006	unweighted	1173	1173
698	rhaA	2.3630347061841093	0.025	unweighted	1164	1164
699	yciW	5.299964626135191	0.001	unweighted	1172	1172
700	folK	3.9211681537550143	0.001	unweighted	1174	1174
701	gsiD	3.6171063685010045	0.005	unweighted	1128	1128
702	recA	4.645696594974598	0.002	unweighted	1172	1172
703	sapF	4.932778178541572	0.001	unweighted	1161	1161
704	rutC_2	4.99305466494146	0.001	unweighted	1197	1197
705	emrK	3.6232875514614493	0.004	unweighted	1169	1169
706	hybG	2.5223642936666986	0.033	unweighted	1168	1168
707	deoR_1	4.414045070042795	0.001	unweighted	1206	1206
708	ypdB_1	3.075675729027503	0.009	unweighted	1206	1206
709	bssR	3.0076152843435704	0.009	unweighted	1143	1143
710	yfcS	3.167547462683426	0.002	unweighted	1157	1157
711	napC	3.0237903818452825	0.009	unweighted	1173	1173
712	cybB	4.650757125014578	0.002	unweighted	1142	1142
713	ydcI	4.127797397350546	0.001	unweighted	1134	1134
714	yejM	3.3305978448265066	0.006	unweighted	1161	1161
715	insG	3.1146302121824756	0.009	unweighted	1149	1149
716	rutD	3.8293026659859803	0.001	unweighted	1160	1160
717	nudF	2.404214361462255	0.034	unweighted	1175	1175
718	fecR	2.6411154199468543	0.019	unweighted	1164	1164
719	yqeA_1	6.112441022060849	0.001	unweighted	1206	1206
720	yecD	4.0465007690242665	0.001	unweighted	1171	1171
721	yhhM	3.179153558963468	0.006	unweighted	1189	1189
722	dusC	2.5981156177609903	0.026	unweighted	1159	1159
723	gudP	4.166808731974552	0.003	unweighted	1164	1164
724	ushA_1	6.4583246145753295	0.001	unweighted	1206	1206
725	oppA	5.302103506840664	0.001	unweighted	1167	1167
726	hiuH	3.8565408531646193	0.001	unweighted	1167	1167
727	arcA	3.395112627532299	0.003	unweighted	1113	1113
728	ssuA	2.7931265032074966	0.028	unweighted	1158	1158
729	gcl	3.8060160273843002	0.004	unweighted	1162	1162
730	hemN_2	11.413801861392994	0.001	unweighted	1211	1211
731	nudL	4.242230211140894	0.001	unweighted	1165	1165
732	hfq	2.777432009984272	0.018	unweighted	1159	1159
733	yejG	3.1861401660856985	0.009	unweighted	1170	1170
734	yedI	3.815920571419324	0.001	unweighted	1152	1152
735	yiaC	3.081168172854797	0.007	unweighted	1161	1161
736	ydjJ	3.8135943026620627	0.003	unweighted	1154	1154
737	sucA_2	2.4743913598623877	0.018	unweighted	1206	1206
738	yecN	3.6366052623736076	0.002	unweighted	1173	1173
739	codB_2	4.756237408366479	0.001	unweighted	1206	1206
740	folA	2.637222560508834	0.019	unweighted	1161	1161
741	rplX	3.1929371751741527	0.012	unweighted	1178	1178
742	otsA	3.53589710837571	0.002	unweighted	1161	1161
743	polA	3.7212434846222777	0.002	unweighted	1161	1161
744	ybiP	3.1234004619108577	0.008	unweighted	1129	1129
745	dhaK	4.458376512218297	0.002	unweighted	1161	1161
746	ftsW	3.3990029368143366	0.002	unweighted	1162	1162
747	aldA	4.568394668247658	0.001	unweighted	1118	1118
748	smrA	4.917837616057498	0.002	unweighted	1153	1153
749	waaF	3.270368929315397	0.006	unweighted	1174	1174
750	ytfT	3.087831442845986	0.01	unweighted	1139	1139
751	yagI	3.2763895650406485	0.005	unweighted	1168	1168
752	dsbA	3.511748350012004	0.003	unweighted	1159	1159
753	emrA	4.119116893469772	0.002	unweighted	1157	1157
754	prkB	2.856275813901389	0.009	unweighted	1173	1173
755	yfjD	4.632536112268486	0.001	unweighted	1177	1177
756	yjhI	4.036322342426937	0.001	unweighted	1174	1174
757	ygdG	3.4596361433041545	0.005	unweighted	1179	1179
758	crfC_1	9.245818944926155	0.001	unweighted	1116	1116
759	clcA	4.520509947702564	0.001	unweighted	1173	1173
760	ygjI	2.81315444535903	0.016	unweighted	1162	1162
761	sucB_1	5.087073869543685	0.001	unweighted	1212	1212
762	yhhS	2.7506971443594734	0.019	unweighted	1174	1174
763	cbeA_3	5.211049687770147	0.001	unweighted	1203	1203
764	kpsM	2.856998804406936	0.008	unweighted	1155	1155
765	ydcW	5.495394882918756	0.001	unweighted	1159	1159
766	mutL	2.9339376245731463	0.007	unweighted	1164	1164
767	ecpB	3.5604422738525954	0.005	unweighted	1170	1170
768	yciI	4.936741589090441	0.001	unweighted	1166	1166
769	yedW_1	6.943755023040129	0.001	unweighted	1212	1212
770	ybgJ	4.121740265645646	0.001	unweighted	1177	1177
771	lpp	4.2861320035942985	0.001	unweighted	1181	1181
772	insEF-1	2.75154284571452	0.015	unweighted	1134	1134
773	rplL	2.917812921413643	0.013	unweighted	1171	1171
774	panB	4.364906783855132	0.002	unweighted	1165	1165
775	citT_1	5.9336252702809675	0.001	unweighted	1204	1204
776	csdL	3.613446131088093	0.005	unweighted	1162	1162
777	lysS	3.2373873221368563	0.005	unweighted	1172	1172
778	pmbA	3.1113343111660074	0.009	unweighted	1139	1139
779	ftsI	3.4904736262569034	0.002	unweighted	1163	1163
780	ugpC	3.259671444695486	0.004	unweighted	1165	1165
781	ycgM	5.046613210077531	0.002	unweighted	1161	1161
782	hypA	4.424695272944002	0.001	unweighted	1170	1170
783	ptsI	2.3108134383341	0.029	unweighted	1163	1163
784	rplF	3.802157250691926	0.004	unweighted	1167	1167
785	yneM	4.076997069271843	0.002	unweighted	1176	1176
786	hcaT	2.4268980057386496	0.033	unweighted	1155	1155
787	wcaB	2.831926316727637	0.011	unweighted	1164	1164
788	mreC	2.587852731400908	0.029	unweighted	1161	1161
789	zapD	4.16651729272783	0.003	unweighted	1152	1152
790	yaiY	3.4583698330721053	0.003	unweighted	1174	1174
791	xdhA	3.8218183158299603	0.005	unweighted	1163	1163
792	inaA	2.8179939772231535	0.016	unweighted	1170	1170
793	fdx	2.848697306637504	0.009	unweighted	1157	1157
794	yfcG	3.1398809362181765	0.016	unweighted	1159	1159
795	sdhD	3.444292575033677	0.005	unweighted	1165	1165
796	kdsD_2	4.263080550214962	0.001	unweighted	1204	1204
797	comR	4.000833456334603	0.004	unweighted	1166	1166
798	mprA_1	2.932079527428501	0.001	unweighted	1209	1209
799	hdeD	2.7080895511689755	0.015	unweighted	1166	1166
800	gudD	3.6041128408053527	0.002	unweighted	1158	1158
801	ypdA_2	3.3358320620392417	0.002	unweighted	1207	1207
802	phoH	3.921525845092048	0.002	unweighted	1162	1162
803	modE_1	4.136073814822801	0.001	unweighted	1207	1207
804	yhfW	3.0584182422482677	0.011	unweighted	1173	1173
805	rcnA	2.856574757376595	0.012	unweighted	1176	1176
806	yqeG	3.829863873333792	0.002	unweighted	1169	1169
807	yihT	2.61804634472897	0.015	unweighted	1186	1186
808	prsE	4.350108127424777	0.001	unweighted	1164	1164
809	moaB	3.455409268802755	0.004	unweighted	1156	1156
810	glcE	2.7552827115338294	0.017	unweighted	1164	1164
811	hdfR	3.114429402949267	0.006	unweighted	1169	1169
812	chbA_2	3.8180920119346813	0.002	unweighted	1201	1201
813	yieL	3.065557598733919	0.008	unweighted	1178	1178
814	ydiB	4.128850159061247	0.001	unweighted	1163	1163
815	flu_4	7.571946812929773	0.001	unweighted	1143	1143
816	dacC	3.4938260514090946	0.004	unweighted	1135	1135
817	yedW_10	8.626556804189292	0.001	unweighted	1202	1202
818	yfjQ_4	7.2084884601810915	0.001	unweighted	1158	1158
819	proY	3.1052359304291546	0.015	unweighted	1159	1159
820	yjjL_1	5.758452198524518	0.001	unweighted	1205	1205
821	yrfF	2.9998840553935486	0.017	unweighted	1162	1162
822	ispU	5.029410663208808	0.001	unweighted	1177	1177
823	tktA_2	9.380697549643589	0.001	unweighted	1205	1205
