	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	observed_features	bin_name	outliers
44L_Month6_23	12986.44L.Month6.23		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_23		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	67	AZ51_main	no
44L_Month6_24	12986.44L.Month6.24		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_24		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	8	low	yes
44L_Month6_3	12986.44L.Month6.3		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_3		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	71	AZ51_main	no
44L_Month6_4	12986.44L.Month6.4		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_4		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	71	AZ51_main	no
44L_Month6_5	12986.44L.Month6.5		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_5		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	70	AZ51_main	no
44L_Month6_6	12986.44L.Month6.6		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_6		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	71	AZ51_main	no
44L_Month6_7	12986.44L.Month6.7		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_7		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	69	AZ51_main	no
44L_Month6_8	12986.44L.Month6.8		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_8		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	69	AZ51_main	no
44L_Month6_9	12986.44L.Month6.9		44.0	Month6	3/13/18 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	36	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44L	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44L_Month6_9		44L	A2	A	3/13/18	AZ51	magnetic bead	Thermo CORE	2.0	19.0	8	low	yes
44N_Day7_1	12986.44N.Day7.1		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_1		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_10	12986.44N.Day7.10		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_10		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_11	12986.44N.Day7.11		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_11		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_12	12986.44N.Day7.12		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_12		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_13	12986.44N.Day7.13		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_13		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_14	12986.44N.Day7.14		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_14		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_15	12986.44N.Day7.15		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_15		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_16	12986.44N.Day7.16		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_16		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_17	12986.44N.Day7.17		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_17		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	67	AZ51_main	no
44N_Day7_18	12986.44N.Day7.18		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_18		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_19	12986.44N.Day7.19		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_19		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_2	12986.44N.Day7.2		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_2		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	60	middle	no
44N_Day7_20	12986.44N.Day7.20		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_20		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_21	12986.44N.Day7.21		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_21		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_22	12986.44N.Day7.22		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_22		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	73	AZ51_main	no
44N_Day7_23	12986.44N.Day7.23		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_23		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_24	12986.44N.Day7.24		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_24		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_3	12986.44N.Day7.3		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_3		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	63	AZ51_main	no
44N_Day7_4	12986.44N.Day7.4		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_4		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_5	12986.44N.Day7.5		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_5		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_6	12986.44N.Day7.6		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_6		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_7	12986.44N.Day7.7		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_7		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_8	12986.44N.Day7.8		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_8		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Day7_9	12986.44N.Day7.9		44.0	Day7	9/20/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	11	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Day7_9		44N	A2	A	9/20/17	AZ51	magnetic bead	Thermo CORE	2.0	7.0	71	AZ51_main	no
44N_Month1_1	12986.44N.Month1.1		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_1		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1110	greater_than_1000	no
44N_Month1_10	12986.44N.Month1.10		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_10		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	64	AZ51_main	no
44N_Month1_11	12986.44N.Month1.11		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_11		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
44N_Month1_12	12986.44N.Month1.12		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_12		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	7	low	yes
44N_Month1_13	12986.44N.Month1.13		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_13		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	610	up_to-1000	no
44N_Month1_14	12986.44N.Month1.14		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_14		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	895	up_to-1000	no
44N_Month1_15	12986.44N.Month1.15		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_15		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1017	greater_than_1000	no
44N_Month1_16	12986.44N.Month1.16		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_16		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	953	up_to-1000	no
44N_Month1_17	12986.44N.Month1.17		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_17		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1129	greater_than_1000	no
44N_Month1_18	12986.44N.Month1.18		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_18		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	1619	greater_than_1000	no
44N_Month1_19	12986.44N.Month1.19		44.0	Month1	10/17/17 10:00	9/13/17	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	15	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	44N	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	7/3/17	44N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	44N_Month1_19		44N	A2	A	10/17/17	AZ51	magnetic bead	Thermo CORE	2.0	23.0	8	low	yes
